South American,2
Mediterranean,2
European,2
Portuguese,2
nan,1
Chinese,2
Japanese,2
Asian,2
Thai,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
European,2
Central European,2
Hungarian,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Italian,2
Pizza,2
Mediterranean,2
Vegetarian Friendly,2
Vegan Options,2
Italian,2
Mediterranean,2
European,2
Vegetarian Friendly,2
Spanish,1
nan,1
Greek,1
Japanese,2
Asian,2
Sushi,2
Asian,2
German,2
Cafe,2
European,2
Fusion,2
Mediterranean,2
Vegetarian Friendly,2
Vegan Options,2
Asian,1
European,2
Portuguese,2
Indian,2
Nepali,2
Vegetarian Friendly,2
Vegan Options,2
nan,1
Italian,2
Mediterranean,2
European,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Italian,2
Seafood,2
Mediterranean,2
Bar,2
French,2
Pub,2
American,2
Bar,2
Central American,2
Vegetarian Friendly,2
Gluten Free Options,2
Steakhouse,1
nan,1
Spanish,2
Wine Bar,2
Italian,2
Mediterranean,2
European,2
Vegetarian Friendly,2
Italian,2
Street Food,2
Brew Pub,2
French,1
Mediterranean,2
European,2
Spanish,2
Pizza,2
Vegetarian Friendly,2
Vegan Options,2
nan,1
Caribbean,1
Portuguese,2
Mediterranean,2
European,2
nan,1
Asian,2
Vegetarian Friendly,2
Asian,2
Thai,2
Vegetarian Friendly,2
European,2
British,2
Vegetarian Friendly,2
Gluten Free Options,2
nan,1
Asian,2
Thai,2
Austrian,2
European,2
Central European,2
Vegetarian Friendly,2
Moroccan,2
Mediterranean,2
Italian,2
Pizza,2
European,2
Vegetarian Friendly,2
Seafood,2
Mediterranean,2
Spanish,2
European,2
Vegetarian Friendly,2
nan,1
European,2
Mediterranean,2
Vegetarian Friendly,2
nan,1
nan,1
Chinese,2
Asian,2
Bar,2
British,2
Pub,2
Vegetarian Friendly,2
nan,1
Indian,2
Asian,2
Pakistani,2
Vegetarian Friendly,2
Halal,2
nan,1
Bar,2
British,2
Pub,2
Vegetarian Friendly,2
Gluten Free Options,2
Japanese,2
Sushi,2
Japanese,2
Sushi,2
Asian,2
Vegetarian Friendly,2
Gluten Free Options,2
Italian,1
nan,1
Lebanese,2
Mediterranean,2
Middle Eastern,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Asian,2
Korean,2
Japanese,2
French,2
European,2
International,2
Vegetarian Friendly,2
Mediterranean,2
Spanish,2
American,2
Bar,2
Hungarian,2
European,2
Pub,2
Vegetarian Friendly,2
Seafood,2
Mediterranean,2
Barbecue,2
European,2
Portuguese,2
Italian,1
Japanese,2
Asian,2
nan,1
Fast Food,2
European,2
Hungarian,2
Italian,2
Pizza,2
Seafood,2
Mediterranean,2
Vegetarian Friendly,2
Gluten Free Options,2
European,2
Italian,2
Pizza,2
Mediterranean,2
European,2
Spanish,2
Vegetarian Friendly,2
Gluten Free Options,2
Vegan Options,2
French,1
American,2
Steakhouse,2
Bar,2
Barbecue,2
nan,1
Russian,1
Italian,1
Italian,2
Pizza,2
Italian,2
Pizza,2
Mediterranean,2
European,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
American,2
Latin,2
Venezuelan,2
French,2
European,2
Vegetarian Friendly,2
Cafe,2
Portuguese,2
European,2
Mediterranean,2
European,2
Turkish,2
Middle Eastern,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Spanish,1
French,1
Turkish,1
Vegetarian Friendly,1
Cafe,1
Italian,2
Mediterranean,2
European,2
Chinese,2
Asian,2
Pizza,1
Seafood,2
Mediterranean,2
European,2
Portuguese,2
nan,1
American,2
Vegetarian Friendly,2
Sushi,2
Asian,2
Thai,2
Vegetarian Friendly,2
nan,1
nan,1
Mexican,2
Latin,2
Vegetarian Friendly,2
Vegan Options,2
Italian,2
Pizza,2
Vegetarian Friendly,2
Vegan Options,2
African,2
European,2
Contemporary,2
Portuguese,2
French,1
Bar,2
International,2
Pub,2
Mediterranean,2
Greek,2
Vegetarian Friendly,2
Vegan Options,2
Steakhouse,1
Japanese,2
International,2
Asian,2
Fusion,2
Vegetarian Friendly,2
Vegan Options,2
Japanese,2
Sushi,2
Asian,2
nan,1
Mediterranean,2
Spanish,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Belgian,2
Bar,2
European,2
Pub,2
Italian,2
Pizza,2
Mediterranean,2
Vietnamese,2
Street Food,2
Italian,2
Pizza,2
European,2
Contemporary,2
Seafood,2
Healthy,2
Pizza,2
Italian,2
Austrian,2
Vegetarian Friendly,2
Gluten Free Options,2
Mediterranean,2
Spanish,2
Vegetarian Friendly,2
Spanish,2
Seafood,2
Mediterranean,2
European,2
Italian,1
nan,1
Asian,2
Thai,2
Vietnamese,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Bar,2
Pub,2
Spanish,1
Indian,2
Asian,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Mediterranean,2
European,2
Spanish,2
Gluten Free Options,2
Italian,2
Vegetarian Friendly,2
Chinese,2
Asian,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Japanese,2
Sushi,2
Asian,2
Vegetarian Friendly,2
Mediterranean,2
European,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
nan,1
Italian,2
Seafood,2
Mediterranean,2
European,2
Contemporary,2
Vegetarian Friendly,2
American,1
Pizza,2
Seafood,2
American,2
Bar,2
British,2
Mexican,2
American,1
Italian,2
Bar,2
Cafe,2
Mediterranean,2
European,2
Pub,2
Wine Bar,2
Vegetarian Friendly,2
Italian,2
Seafood,2
Mediterranean,2
Vegetarian Friendly,2
Gluten Free Options,2
Italian,2
Pizza,2
Mediterranean,2
Vegetarian Friendly,2
nan,1
American,2
Bar,2
nan,1
Ethiopian,1
Italian,2
Pizza,2
Mediterranean,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
nan,1
Pizza,2
Vegetarian Friendly,2
European,2
Czech,2
nan,1
Moroccan,2
Mediterranean,2
Vegetarian Friendly,2
French,2
European,2
Bar,2
European,2
Pub,2
Vegetarian Friendly,2
Mediterranean,2
Spanish,2
European,2
Gluten Free Options,2
Italian,2
Mediterranean,2
nan,1
Mediterranean,2
Egyptian,2
Cafe,2
British,2
nan,1
Spanish,1
Chinese,2
Asian,2
Vegetarian Friendly,2
Mediterranean,2
European,2
Spanish,2
Vegetarian Friendly,2
Italian,2
Pizza,2
Vegetarian Friendly,2
Chinese,2
Asian,2
Vegetarian Friendly,2
nan,1
Italian,2
Mediterranean,2
European,2
Vegetarian Friendly,2
Asian,1
Pizza,1
nan,1
Bar,2
Spanish,2
Pub,2
nan,1
Italian,1
nan,1
Cafe,2
European,2
Central European,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
European,2
Portuguese,2
French,2
European,2
British,2
European,2
Cafe,2
Vegetarian Friendly,2
Vegan Options,2
nan,1
Japanese,2
Sushi,2
Asian,2
nan,1
French,2
Wine Bar,2
Mediterranean,2
Middle Eastern,2
Moroccan,2
nan,1
Fast Food,2
Vegetarian Friendly,2
Vegan Options,2
Italian,1
American,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Japanese,2
Sushi,2
nan,1
Japanese,2
Sushi,2
French,2
European,2
Mexican,1
nan,1
nan,1
Italian,1
French,2
European,2
Vegetarian Friendly,2
European,2
Danish,2
Scandinavian,2
Soups,2
International,2
nan,1
nan,1
Italian,2
Pizza,2
International,2
Vegetarian Friendly,2
Italian,2
Pizza,2
Mediterranean,2
European,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
nan,1
Italian,2
Pizza,2
Spanish,1
Italian,2
European,2
Contemporary,2
Danish,2
Vegetarian Friendly,2
nan,1
Bar,2
Cafe,2
European,2
Vegetarian Friendly,2
Vegan Options,2
Lebanese,2
Mediterranean,2
Vegetarian Friendly,2
Moroccan,2
Middle Eastern,2
African,2
Halal,2
nan,1
Asian,2
Vietnamese,2
Vegetarian Friendly,2
Mediterranean,2
European,2
Spanish,2
nan,1
Peruvian,2
South American,2
nan,1
Vegetarian Friendly,1
Pub,1
International,2
Contemporary,2
Healthy,2
nan,1
Irish,2
Bar,2
European,2
Pub,2
Vegetarian Friendly,2
Italian,1
Bar,2
British,2
Vegetarian Friendly,2
Gluten Free Options,2
Chinese,2
Vegetarian Friendly,2
nan,1
Italian,2
Pizza,2
Irish,2
Bar,2
European,2
Pub,2
French,2
European,2
Vegetarian Friendly,2
Italian,2
Pizza,2
Seafood,2
Mediterranean,2
Vegetarian Friendly,2
Spanish,1
French,2
Bar,2
European,2
French,2
Seafood,2
Italian,2
Street Food,2
Pizza,2
Spanish,2
Chinese,1
French,2
Swiss,2
European,2
Bar,2
Pub,2
Vegetarian Friendly,2
Italian,2
Mediterranean,2
European,2
Central European,2
Indian,2
Asian,2
Pakistani,2
Vegetarian Friendly,2
Halal,2
Mediterranean,2
European,2
Greek,2
Vegetarian Friendly,2
American,1
Brew Pub,2
Cafe,2
Wine Bar,2
nan,1
British,1
Mediterranean,2
Spanish,2
European,2
nan,1
Cafe,2
European,2
Delicatessen,2
German,1
nan,1
Vegetarian Friendly,2
Vegan Options,2
nan,1
Cafe,1
nan,1
Bar,2
Pub,2
Czech,2
Eastern European,2
Central European,2
European,2
South American,1
Bar,2
British,2
International,2
Vegetarian Friendly,2
Gluten Free Options,2
nan,1
Fast Food,2
Healthy,2
Vegetarian Friendly,2
Vegan Options,2
Steakhouse,2
Brazilian,2
Mediterranean,2
Middle Eastern,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Bar,2
International,2
Mediterranean,2
Grill,2
Pub,2
nan,1
nan,1
French,1
European,2
Hungarian,2
Eastern European,2
Bar,2
International,2
Central European,2
Italian,1
French,2
Mediterranean,2
Wine Bar,2
nan,1
Japanese,2
Asian,2
Vegetarian Friendly,2
nan,1
French,2
European,2
Bar,2
Pub,2
nan,1
Irish,2
Bar,2
European,2
British,2
Pub,2
Vegetarian Friendly,2
Gluten Free Options,2
nan,1
Mediterranean,2
European,2
Spanish,2
Contemporary,2
Vegetarian Friendly,2
Gluten Free Options,2
Seafood,1
Turkish,2
Mediterranean,2
British,2
nan,1
Seafood,2
Italian,2
Pizza,2
Grill,2
nan,1
Turkish,2
Middle Eastern,2
Halal,2
Japanese,2
Sushi,2
Asian,2
Soups,2
Vegetarian Friendly,2
Vegan Options,2
French,1
Indian,1
Mediterranean,1
Italian,2
Cafe,2
Vegetarian Friendly,2
nan,1
Mediterranean,2
Healthy,2
Bar,2
British,2
Pub,2
Italian,2
Mediterranean,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Cafe,2
Vegetarian Friendly,2
South American,2
Ecuadorean,2
Spanish,1
Moroccan,2
Mediterranean,2
European,2
Central European,2
Czech,2
French,2
Bar,2
Cafe,2
European,2
Pub,2
Vegetarian Friendly,2
Dutch,2
European,2
Central European,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Mediterranean,2
Italian,2
Pizza,2
European,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
nan,1
Chinese,1
nan,1
Spanish,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Japanese,2
Sushi,2
Asian,2
Vegetarian Friendly,2
Gluten Free Options,2
American,2
Fast Food,2
International,2
European,2
Hungarian,2
Japanese,2
Sushi,2
Asian,2
Fast Food,2
Japanese,2
Sushi,2
Asian,2
Vegetarian Friendly,2
Italian,2
European,2
Pizza,2
nan,1
Bar,2
British,2
Pub,2
Vegetarian Friendly,2
Vegan Options,2
Mediterranean,2
European,2
Spanish,2
Vegetarian Friendly,2
nan,1
Italian,2
Pizza,2
Indian,2
Halal,2
nan,1
nan,1
Mediterranean,2
Spanish,2
Wine Bar,2
European,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Fast Food,2
Barbecue,2
European,2
Portuguese,2
Vegetarian Friendly,2
Gluten Free Options,2
nan,1
European,2
Portuguese,2
Spanish,2
Bar,2
European,2
Pub,2
Vegetarian Friendly,2
Thai,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
American,2
Central American,2
Grill,2
nan,1
Chinese,2
Fast Food,2
Asian,2
Fusion,2
Vegetarian Friendly,2
Vegan Options,2
Mediterranean,2
European,2
Portuguese,2
Cafe,2
European,2
Vegetarian Friendly,2
Vegan Options,2
Italian,1
nan,1
Vegetarian Friendly,2
Gluten Free Options,2
French,2
European,2
Chinese,2
Asian,2
Sushi,2
Vegetarian Friendly,2
Italian,1
Mexican,2
Fast Food,2
Spanish,2
Spanish,1
Polish,2
European,2
Italian,1
Italian,2
Peruvian,2
International,2
Healthy,2
South American,2
European,2
Contemporary,2
Portuguese,2
Cafe,2
Portuguese,2
European,2
nan,1
French,2
European,2
Bar,2
Pub,2
Russian,2
Eastern European,2
European,2
Vegetarian Friendly,2
Bar,2
Pub,2
Brew Pub,2
Italian,2
Seafood,2
Mediterranean,2
Mediterranean,2
African,2
Portuguese,2
Soups,2
Bar,2
Mediterranean,2
European,2
Spanish,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Italian,2
Pizza,2
Mediterranean,2
Vegetarian Friendly,2
Bar,2
Pub,2
Wine Bar,2
Fast Food,2
Delicatessen,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Cafe,2
European,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
nan,1
Cafe,2
Israeli,2
European,2
Central European,2
Vegetarian Friendly,2
Kosher,2
Italian,2
Vegetarian Friendly,2
Gluten Free Options,2
Bar,2
Pizza,2
Middle Eastern,2
Cafe,2
German,2
French,1
Italian,2
Pizza,2
Seafood,2
Mediterranean,2
Vegetarian Friendly,2
Chinese,2
Asian,2
Vegetarian Friendly,2
nan,1
European,2
Portuguese,2
Seafood,2
Italian,2
Pizza,2
Mediterranean,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
French,2
Bar,2
Cafe,2
Wine Bar,2
Seafood,2
Fast Food,2
British,2
Italian,2
Pizza,2
Mediterranean,2
Vegetarian Friendly,2
Vegan Options,2
Italian,2
Mediterranean,2
Greek,2
nan,1
French,2
Steakhouse,2
European,2
Lebanese,2
Middle Eastern,2
Mediterranean,2
Vegetarian Friendly,2
Halal,2
Gluten Free Options,2
Bar,2
European,2
Pub,2
Czech,2
Eastern European,2
Central European,2
nan,1
European,2
Czech,2
Chinese,2
Fast Food,2
Asian,2
Italian,1
Thai,1
Bar,2
Mediterranean,2
European,2
Portuguese,2
Contemporary,2
Vegetarian Friendly,2
Dutch,2
European,2
Spanish,1
nan,1
Japanese,2
Sushi,2
Asian,2
nan,1
International,1
Portuguese,1
French,2
Spanish,2
Mediterranean,2
European,2
Portuguese,2
nan,1
Japanese,2
Seafood,2
Sushi,2
Asian,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
nan,1
European,2
Delicatessen,2
Contemporary,2
Gastropub,2
nan,1
Spanish,1
Italian,2
Pizza,2
Mediterranean,2
Vegetarian Friendly,2
nan,1
Italian,1
Asian,2
Vegetarian Friendly,2
Vegan Options,2
Seafood,2
European,2
British,2
European,2
Czech,2
Central European,2
Seafood,2
Mediterranean,2
European,2
Spanish,2
Soups,2
Gluten Free Options,2
Vegetarian Friendly,2
Asian,2
Korean,2
nan,1
European,2
Spanish,2
British,2
American,2
International,2
Sushi,1
Lebanese,2
Middle Eastern,2
Mediterranean,2
Halal,2
Vegetarian Friendly,2
Seafood,2
Mediterranean,2
Portuguese,2
European,2
Cafe,2
Vegetarian Friendly,2
Vegan Options,2
nan,1
nan,1
British,2
Cafe,2
Vegetarian Friendly,2
Vegan Options,2
British,2
Cafe,2
Vegetarian Friendly,2
nan,1
Pizza,2
Brew Pub,2
nan,1
Australian,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
nan,1
Italian,2
Seafood,2
Mediterranean,2
Vegetarian Friendly,2
Steakhouse,2
European,2
Portuguese,2
Mediterranean,2
Fusion,2
nan,1
Spanish,1
Mediterranean,2
International,2
Cafe,2
Greek,2
nan,1
Bar,1
European,2
Belgian,2
Bar,2
Vegetarian Friendly,2
Vegetarian Friendly,2
Gluten Free Options,2
Mediterranean,2
Greek,2
Mediterranean,2
European,2
Portuguese,2
Wine Bar,2
Indian,2
Middle Eastern,2
Pakistani,2
Vegetarian Friendly,2
European,2
Czech,2
Italian,2
Pizza,2
nan,1
Mexican,1
Chinese,2
Asian,2
Gluten Free Options,1
Italian,2
Mediterranean,2
European,2
Vegetarian Friendly,2
nan,1
Chinese,2
Asian,2
Thai,2
Singaporean,2
Vegetarian Friendly,2
Vegan Options,2
nan,1
Indian,2
Asian,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Fast Food,2
Vegetarian Friendly,2
nan,1
Latin,2
Spanish,2
Italian,2
American,2
Spanish,2
Italian,2
Argentinean,2
nan,1
Asian,2
Thai,2
Fusion,2
Vegetarian Friendly,2
Gluten Free Options,2
Mediterranean,2
Greek,2
Vegetarian Friendly,2
Mediterranean,2
European,2
Spanish,2
Bar,2
Pub,2
nan,1
Italian,2
Seafood,2
nan,1
nan,1
Indian,2
Asian,2
Vegetarian Friendly,2
Pizza,1
Mediterranean,2
Spanish,2
Vegetarian Friendly,2
Chinese,2
Vegetarian Friendly,2
Vegan Options,2
nan,1
Japanese,2
Brazilian,2
Seafood,2
Sushi,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
International,1
European,2
Eastern European,2
Asian,2
Vietnamese,2
Vegetarian Friendly,2
Vegan Options,2
Pub,2
Scandinavian,2
Pizza,1
Mediterranean,2
Spanish,2
Irish,2
International,2
European,2
Healthy,2
Vegan Options,2
Gluten Free Options,2
European,2
Delicatessen,2
Wine Bar,2
Bar,2
Diner,2
nan,1
European,2
Portuguese,2
Vietnamese,1
Mediterranean,2
Vegetarian Friendly,2
Vegan Options,2
Italian,2
Seafood,2
Mediterranean,2
Italian,2
Street Food,2
Fast Food,2
Mediterranean,2
European,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
nan,1
nan,1
Asian,2
Thai,2
Malaysian,2
Chinese,2
Vegetarian Friendly,2
Mediterranean,2
European,2
Portuguese,2
Vegetarian Friendly,2
Chinese,2
German,2
Delicatessen,2
Minority Chinese,2
Vietnamese,1
Cafe,2
European,2
Soups,2
Scandinavian,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
nan,1
Spanish,1
Vietnamese,1
nan,1
Bar,2
European,2
British,2
Pub,2
Scottish,2
Vegetarian Friendly,2
Vegan Options,2
Gluten Free Options,2
Italian,2
Cafe,2
Pub,2
Gastropub,2
International,2
British,2
French,2
Bar,2
European,2
Seafood,2
Mediterranean,2
Italian,2
European,2
Wine Bar,2
Vegetarian Friendly,2
Gluten Free Options,2
Japanese,2
Sushi,2
nan,1
Bar,2
French,2
European,2
Mediterranean,2
Turkish,2
Middle Eastern,2
Vegetarian Friendly,2
Vegan Options,2
Chinese,2
Japanese,2
Asian,2
Spanish,2
Argentinean,2
South American,2
Italian,2
