ID_TA,newIsPriceLevMax
d8076891,0
d1025147,0
d5308351,0
d1099621,0
d7160467,0
d1178760,0
d795687,0
d13139047,0
d8017581,0
d3544710,0
d1027670,0
d4769810,0
d3692741,0
d11812785,0
d9602787,0
d5533891,0
d7850012,0
d12709936,0
d4473807,0
d11958324,0
d1526719,0
d12571607,0
d10076062,0
d7599401,0
d12564018,0
d12407347,0
d1871954,0
d12971996,0
d5081396,0
d2489872,0
d10698854,0
d695264,1
d7651862,0
d4191913,0
d9747453,0
d3853544,0
d2374918,0
d6826426,0
d2042134,0
d8264568,0
d4492506,0
d1019955,0
d2001507,0
d10412920,0
d8673833,0
d1013511,0
d4236147,0
d3654659,0
d8505654,0
d11799782,0
d2175380,0
d6369030,0
d947018,0
d10170180,0
d10488130,0
d8384800,0
d1503730,0
d5971427,0
d10811036,0
d5506292,0
d731210,0
d12164454,0
d7772581,0
d7660183,0
d5122657,0
d3192453,0
d4768668,0
d3456729,0
d10488468,0
d6482548,0
d5081096,0
d1071288,0
d5616257,0
d12927216,0
d10686851,0
d8425435,0
d790369,0
d1079439,0
d7189024,0
d11871901,0
d1327141,0
d6701548,0
d10474731,0
d1912599,0
d6385547,0
d697259,0
d8049985,0
d8516817,0
d990664,0
d7208833,0
d8339929,0
d4324139,0
d1019284,0
d12495979,0
d5583335,0
d8414125,0
d13279636,0
d7002116,0
d752894,0
d5522002,0
d5972350,0
d7787852,0
d10784629,0
d8276525,0
d10201077,0
d742407,0
d12078773,0
d5776307,0
d8123141,0
d806051,0
d4007924,0
d9742180,0
d8713635,0
d7986173,0
d719518,1
d4919283,0
d12452377,0
d12277704,0
d3859070,0
d8737446,0
d5519810,0
d1172837,0
d2263352,0
d1929118,0
d10859217,0
d11793939,0
d8808859,0
d11929974,0
d9769328,0
d1674503,0
d1746716,0
d3738693,0
d9740703,0
d4091909,0
d4811912,0
d1898848,1
d12384001,0
d5518556,0
d1139366,0
d8463851,0
d10467094,0
d1044726,0
d4731719,0
d12233546,0
d11911250,0
d10613140,0
d11950716,0
d11795167,0
d10841012,0
d2149251,0
d805464,0
d8596967,0
d2516361,0
d7147205,0
d7966501,0
d9710052,0
d10146454,0
d7347239,0
d10041332,0
d3153451,0
d1048529,0
d2439603,0
d6620235,0
d8853180,0
d4212687,0
d6988362,0
d9456607,0
d3499028,0
d12414220,0
d7595454,0
d12447984,0
d1112673,1
d1926746,0
d12147644,0
d5264440,0
d12842559,0
d5667751,0
d5825135,0
d12883544,0
d12219822,0
d10595133,0
d12516525,0
d2549710,0
d795704,0
d7132084,0
d11766630,0
d6732811,0
d1069513,0
d9745343,0
d5520230,0
d13206566,0
d11885698,0
d8654533,0
d10301071,0
d2703359,0
d942290,1
d6673365,0
d2641947,0
d3292870,0
d7360304,0
d2190085,0
d8362902,0
d1353540,0
d4584798,0
d7819194,0
d3242247,0
d8143898,0
d4040052,0
d4553147,0
d6280580,0
d2140541,0
d12966435,0
d1342155,0
d10389421,0
d13153300,0
d7197803,0
d7205059,0
d8656639,0
d7310999,0
d938657,0
d11812573,0
d3179219,0
d8427291,0
d10789401,0
d4342126,0
d12335302,0
d8435433,0
d6997989,0
d1204136,1
d7949496,0
d12611723,0
d4875736,0
d1125210,0
d10663723,0
d5262205,0
d10934512,0
d13152856,1
d5986180,0
d3365091,0
d2429057,0
d3681402,0
d4768018,0
d10901576,0
d10207856,0
d784495,0
d13138415,1
d6224819,0
d2199010,1
d5511542,0
d10524857,0
d6937518,0
d5478128,0
d5062863,0
d10676665,0
d11927391,0
d7274076,0
d3367014,0
d8757118,0
d7963942,1
d10479056,0
d7939547,0
d12033913,0
d2177437,0
d8262699,0
d5884421,0
d6452357,0
d8552830,0
d11783344,0
d1382840,0
d8108982,0
d8788057,0
d2402689,0
d10444782,0
d5981133,0
d12061819,0
d3508464,0
d3389805,0
d12691511,0
d5862958,0
d12395922,0
d13075151,0
d1905070,0
d8695123,0
d2283070,0
d8397457,0
d1082219,0
d12393437,0
d1342721,0
d10260499,0
d720152,0
d720006,0
d10041649,0
d10275783,0
d7208879,0
d2018218,0
d12111198,0
d11734174,0
d807268,0
d3494454,0
d6652756,0
d10278436,0
d7045726,0
d8365233,0
d9750236,0
d2170318,1
d1657770,0
d9788399,0
d4756337,0
d13112281,0
d13125687,0
d4007733,0
d11945680,0
d5617497,0
d3135457,0
d718634,0
d1449945,0
d7112860,0
d3575893,0
d914774,0
d12631429,0
d3709146,0
d8338380,0
d11737173,0
d6350630,0
d13284579,0
d4275405,0
d4174123,0
d12307808,0
d1729490,0
d1389553,0
d3773938,0
d11721981,0
d5964622,0
d2146131,0
d2688423,0
d8778176,0
d2238224,0
d3479783,0
d12535679,0
d1331723,0
d12789180,0
d2690863,0
d5850350,0
d12511114,0
d12911571,0
d11797517,0
d10254564,0
d3187800,0
d4092003,0
d4569319,0
d5981992,0
d5821329,0
d12516783,0
d12408013,0
d8467764,0
d731411,0
d804602,0
d5962416,0
d9798152,0
d10052253,0
d12950509,0
d1514036,0
d3653353,0
d2552476,0
d8765040,0
d8570479,0
d13239000,0
d8861717,0
d13003137,0
d8004867,1
d10467958,0
d1180249,0
d2238474,0
d802947,0
d4470803,0
d11809877,0
d809299,0
d7332627,0
d7231235,0
d13504772,0
d12567561,0
d8462263,0
d1319525,0
d6849188,1
d1777182,0
d1411212,0
d10299360,0
d1039229,0
d4149419,0
d991586,0
d7617910,0
d3247867,0
d10244877,0
d3723772,1
d4768930,0
d4507301,0
d4923344,0
d3729312,0
d4611482,0
d4462793,0
d789932,1
d790161,0
d8482195,0
d7158449,0
d1111164,0
d1067897,0
d3541570,0
d4444335,0
d3384860,0
d3747466,0
d3735285,0
d4919421,0
d694876,1
d10149157,0
d8264534,0
d951745,0
d4006807,0
d10470230,0
d10553180,0
d1391950,0
d5982177,0
d7124407,0
d1787100,0
d3256441,0
d10542868,0
d9740773,0
d7708481,0
d1187556,0
d1422396,0
d4411680,0
d6090555,0
d7899101,0
d2478292,0
d5798942,0
d3982546,0
d5440105,0
d8601922,0
d717321,0
d4793122,0
d5440102,0
d5852650,0
d8618260,0
d694680,0
d6716194,0
d4002138,0
d10980877,0
d4507167,0
d4090317,0
d5994183,0
d1996185,0
d11876952,1
d5773493,0
d2417233,0
d5499107,0
d11785606,0
d3916949,0
d8871731,0
d5430321,0
d7238265,0
d2309129,0
d3628077,0
d2413488,0
d5244283,0
d1070813,0
d1026816,0
d10480652,0
d3728238,0
d1137835,0
d8530236,0
d5031047,0
d7322354,0
d1812781,0
d733242,0
d12590526,0
d1039025,0
d5770608,0
d997911,0
d9791357,0
d6871035,0
d2010970,0
d5826175,0
d1035291,0
d717849,0
d8001077,0
d2140783,0
d12025919,0
d11904581,0
d887062,0
d4326770,0
d2507688,0
d719464,0
d10252067,0
d6132607,0
d3723423,0
d1381899,0
d815966,0
d12322498,0
d1014732,0
d1200078,0
d1190635,0
d12430027,0
d2501380,0
d5981575,0
d1925402,0
d3702346,0
d2227958,0
d2001360,0
d2640131,0
d7681774,0
d10735138,0
d786848,0
d9999347,0
d896870,0
d8152658,0
d10329263,0
d7077341,0
d4769763,0
d10743813,0
d6380666,0
d4777493,0
d12862570,0
d10486190,0
d4540734,0
d1908433,0
d7304447,0
d10836428,0
d8333964,0
d11847890,0
d7349508,0
d1012032,0
d11779495,0
d5510425,0
d789812,0
d1422363,0
d720344,0
d6213398,0
d5499042,0
d5432964,0
d793247,0
d7082302,0
d1408860,0
d13149867,0
d1072825,0
d8393660,0
d3998658,0
d3687087,0
d1017626,0
d3378462,0
d11909498,0
d11444792,0
d11964473,0
d1043864,0
d5430137,0
d5439908,0
d1636181,0
d10308480,0
d6491581,0
d783817,0
d9737054,0
d2374260,0
d7148300,0
d732442,0
d12216087,0
d12907448,0
d800139,0
d2361130,0
d7045483,0
d4044730,0
d7246396,0
d991311,0
d1019601,0
d7384362,0
d2642170,0
d13133990,0
d2632049,0
d8460533,0
d12967102,0
d753062,0
d7138859,0
d6757948,0
d3567594,0
d12822834,0
d7906376,0
d12172437,0
d4138226,0
d8336708,0
d11657242,0
d1888272,0
d12436668,0
d997678,0
d3200333,0
d785342,0
d12701361,0
d5243284,0
d1408975,0
d2045335,0
d6857652,0
d8018836,0
d10255965,0
d8471958,0
d2722259,0
d10344105,0
d1945827,0
d5220236,0
d6986251,0
d812087,0
d12170190,0
d3751411,0
d7617805,0
d1074905,0
d7246463,0
d1496225,0
d10357949,1
d8831100,0
d2617201,0
d696914,0
d8024783,0
d1015281,0
d7123548,0
d4768750,0
d11803412,0
d12327573,1
d788253,0
d939738,0
d2660129,0
d8333948,0
d4781710,0
d696572,1
d9465496,0
d8130798,0
d2035426,0
d10529250,0
d1078160,1
d12714039,0
d7284551,0
d2354970,0
d8742355,0
d3488960,0
d1336470,0
d1989577,0
d6922185,0
d1341719,0
d10818692,0
d11768556,0
d1045087,0
d1044850,0
d2436766,0
d5494258,0
d4924764,0
d2484653,0
d11850208,0
d9741368,0
d11916139,0
d11965689,0
d7181204,0
d5616461,0
d2249233,0
d2427075,0
d12933690,0
d857892,0
d7284929,0
d7828081,0
d11711074,0
d6879032,0
d6578586,0
d2430932,0
d5122077,0
d8339780,0
d8756630,0
d1841278,0
d694824,0
d5062755,0
d7117748,0
d5997013,0
d11893467,0
d10872699,0
d10320753,0
d2182818,1
d10782337,0
d11801070,0
d12695861,0
d4468057,0
d2534242,0
d8685223,0
d4776631,0
d6107125,0
d6704366,0
d7284565,0
d11444358,0
d8741684,0
d8043512,0
d11865333,0
d8297597,0
d2008498,0
d8113684,0
d12135807,0
d1743501,0
d12374303,0
d6467718,0
d12097619,1
d7159614,0
d1331947,0
d5981386,0
d12503006,0
d11929450,0
d790052,0
d3915339,0
d3729375,0
d8617056,0
d7337270,0
d811541,0
d4769848,0
d11434812,0
d12833026,0
d8636402,0
d12534044,0
d8834072,0
d10102062,0
d2336031,0
d5787737,0
d954332,0
d2045730,0
d967395,0
d1771569,0
d12798690,0
d3838865,0
d12207700,0
d7753684,0
d3746008,0
d5122407,0
d12420840,0
d4345739,0
d731560,0
d8736288,0
d1673131,0
d7356942,0
d719751,0
d1819638,0
d3684531,0
d794535,0
d10463389,0
d3142934,0
d6716177,0
d1346077,0
d2649839,0
d10274660,0
d13002781,0
d11979495,0
d11816974,1
d734024,0
d7931246,0
d9885889,0
d11884230,0
d2540861,1
d5954906,0
d7171641,0
d717241,0
d12028649,0
d1044081,0
d5944298,0
d964370,0
d4323946,0
d3737996,0
d5122869,0
d1058185,0
d10742398,0
d1965935,0
d2711027,0
d8115650,0
d4028710,0
d719123,0
d4749571,0
d1116704,0
d2410635,1
d1521613,0
d10127424,0
d1229263,0
d10109714,0
d4608745,0
d1388950,0
d6715484,0
d1516734,0
d1117926,1
d5094094,0
d10186841,0
d11876926,0
d10465022,0
d8461747,0
d10733400,0
d12937099,0
d12864876,0
d6922156,0
d12667748,0
d5510962,0
d10448967,0
d4924135,0
d9758853,0
d7622585,0
d718281,0
d4521072,0
d5959357,0
d1926327,1
d1901134,0
d6416583,0
d5616905,0
d3567676,0
d13002276,0
d12350118,0
d5439213,0
d4912174,0
d2481512,0
d9829783,0
d9871396,0
d1901489,0
d1098674,0
d11841670,0
d1867592,0
d1750451,0
d4155711,0
d8692873,0
d2543216,0
d5986456,0
d2001535,0
d8541714,0
d1945669,0
d6114779,0
d9853874,0
d3458141,0
d10803639,0
d1044657,0
d9810973,0
d2437398,0
d6740621,0
d10139995,0
d3459539,0
d8263801,0
d3181354,0
d5264374,0
d4244954,0
d12800751,0
d700183,0
d6714786,0
d811894,0
d1320095,0
d10400181,0
d11538645,0
d4235802,0
d7359263,0
d12342022,0
d2004768,0
d8099684,0
d4134230,0
d10762770,0
d8512226,0
d4167250,0
d4758586,0
d941831,0
d11718885,0
d11666692,0
d7999119,0
d1802147,0
d8549682,0
d1638613,0
d12348033,0
d1039114,0
d3253039,0
d10624148,0
d4167330,0
d2243360,0
d4584570,0
d4104506,0
d1496264,0
d12351411,0
d8475291,0
d3667416,0
d5971438,0
d3709411,0
d4318784,0
d2703054,0
d5796826,0
d3156322,1
d1229655,0
d1024456,0
d12873054,0
d12681755,0
d13126863,0
d7108818,0
d6704114,0
d9593971,0
d3814056,0
d7112012,0
d945833,0
d3678003,0
d12246522,0
d8096537,0
d3162801,0
d7360746,0
d697925,0
d990605,0
d11929423,0
d2160526,0
d2696460,1
d4914891,0
d8692514,0
d6751284,0
d6485551,0
d997606,0
d4129243,0
d12322898,0
d10550083,1
d779830,0
d1117910,1
d5931811,0
d7724838,0
d10035223,0
d2255981,0
d7178729,0
d2221072,0
d3333356,0
d6878551,0
d10832992,0
d7032593,0
d1115685,0
d7020812,0
d11686954,0
d11810588,0
d12322168,0
d4768675,0
d2430654,0
d1205235,1
d7223160,0
d816743,0
d8287553,0
d3384670,0
d5122257,0
d10377924,0
d693568,1
d3222757,0
d12857123,0
d793740,0
d13135431,0
d3837418,0
d7620381,0
d10188766,0
d2436303,0
d1061293,0
d7609639,0
d10815488,0
d12728815,0
d3863261,0
d2445042,0
d5927931,0
d2006562,0
d6513159,0
d3598839,1
d3749093,0
d3656764,0
d4911298,0
d13282850,0
d1908481,0
d11510425,0
d10200676,0
d4975694,0
d4168224,0
d2013398,0
d718692,1
d3610669,0
d11829633,0
d6961700,0
d10212612,0
d10838956,0
d950580,0
d4884977,0
d1039258,0
d1019248,0
d12421545,0
d2225381,0
d798795,0
d11596409,0
d4103064,0
d4721693,0
d6924590,0
d1496003,0
d1045042,0
d7619745,0
d7652370,0
d959085,0
d1421094,0
d3611071,0
d5970243,0
d6429697,1
d2657326,0
d10487860,0
d5513206,0
d2456510,0
d10330808,0
d12460064,0
d3331254,0
d4884737,0
d8807778,1
d6433609,0
d10040550,0
d12399550,0
d3606562,0
d1156795,0
d4913129,0
d2516853,0
d3370650,0
d8471854,0
d12525937,0
d12363281,0
d2360378,0
d1216559,0
d12940599,0
d13197050,0
d4768413,0
d7228324,0
d813101,0
d9791174,0
d1436134,0
d7589402,0
d7359099,0
d1319580,0
d5988119,0
d11771269,0
d8319736,0
d7362224,0
d858056,0
d10200806,0
d5964343,0
d6212830,0
d10218265,0
d5122177,0
d2149299,0
d4882942,0
d8793735,0
d12212086,0
d2513579,0
d12911107,0
d1762278,0
d4006857,0
d7615995,0
d12674241,0
d12619066,0
d3742818,0
d1344531,0
d1330939,0
d12377604,0
d8559668,0
d3570771,0
d4283361,0
d3529293,0
d7123406,0
d8465849,0
d6878505,0
d6706025,0
d8753514,0
d8396865,0
d1480837,0
d13130053,0
d12420798,0
d2096383,0
d12930590,0
d5260539,0
d1356813,0
d2445522,0
d3707111,0
d799302,1
d998022,0
d10046841,0
d12032968,0
d8364921,0
d5122128,0
d10034211,0
d783786,0
d10049578,0
d13129650,0
d12246059,0
d8396660,0
d3242541,0
d12215220,0
d9464086,0
d10427577,0
d2718275,0
d7089395,0
d1833711,0
d1370692,0
d12322543,0
d1346071,0
d8533965,0
d2312779,0
d786883,0
d2475478,0
d1322264,0
d2690550,0
d3331194,0
d10458959,0
d12901251,0
d9600700,0
d4156793,0
d7805421,0
d7714082,0
d6453708,0
d13082910,0
d8428585,0
d11910503,0
d5937113,0
d6774271,0
d9739296,1
d8439790,0
d12002313,0
d758368,0
d3446785,0
d719481,0
d8604644,0
d5972458,0
d12632479,0
d1094363,0
d1037225,0
d13288611,0
d3674448,0
d8428379,0
d4132762,0
d2286457,0
d10785843,0
d12149655,0
d12228470,0
d8637718,0
d11822541,0
d2165723,0
d10032359,0
d779486,0
d8786728,0
d9829779,0
d2470755,0
d8369446,0
d2579366,0
d1907340,0
d10822558,0
d5820715,0
d9593554,0
d11843773,0
d10805602,0
d5243108,0
d1952781,0
d5890736,0
d10077840,0
d12662762,0
d7713606,0
d2541741,0
d5122945,0
d2196112,0
d997990,0
d7788420,0
d1109813,0
d2457141,0
d10072387,0
d3599123,0
d5958887,0
d3600780,0
d12956383,0
d3452849,0
d1405593,0
d3540172,0
d7067872,0
d10049894,0
d3812157,0
d10467508,0
d844389,0
d3194582,0
d4502088,0
d8670937,0
d9607414,0
d1792131,0
d2425695,0
d3906678,0
d11500668,0
d10072902,0
d5800016,0
d10026275,0
d4041933,0
d1773593,0
d4823827,0
d790236,0
d7158748,0
d1148894,0
d1955982,1
d798707,0
d7990553,0
d13008377,0
d3853286,0
d948791,0
d4103050,0
d3475361,0
d968501,0
d11719295,0
d2086652,0
d8695099,0
d1746696,0
d12799152,0
d697489,0
d990838,0
d10160935,0
d6602050,0
d1422245,0
d12431316,0
d8279370,0
d5609081,0
d6458692,0
d10663142,0
d2073685,0
d6714790,0
d3791760,0
d10662137,0
d7686488,0
d2155050,0
d7239415,0
d733575,0
d12946257,0
d5964501,0
d13081831,0
d12453550,0
d1035081,0
d9566644,0
d6893937,0
d10372284,0
d7303001,1
d947430,0
d4782958,0
d1316018,0
d4235110,0
d9704878,0
d8383259,0
d8278084,0
d5308404,0
d13117362,0
d2387543,0
d1359319,0
d797664,0
d12874574,0
d2351432,0
d8479714,0
d8570595,0
d6638613,0
d6201738,0
d1028132,0
d9749145,0
